City,State,Country,Confirmed,Dead,Recovered
Pickaway,Ohio,US,1662,5,0
Darke,Ohio,US,75,12,0
Wood,Ohio,US,132,16,0
Adams,Ohio,US,4,0,0
Jefferson,Ohio,US,35,1,0
Lawrence,Ohio,US,22,0,0
Portage,Ohio,US,214,31,0
Geauga,Ohio,US,128,14,0
Lucas,Ohio,US,1033,59,0
Monroe,Ohio,US,2,0,0
Miami,Ohio,US,135,25,0
Carroll,Ohio,US,20,1,0
Guernsey,Ohio,US,15,0,0
Trumbull,Ohio,US,287,23,0
Crawford,Ohio,US,39,0,0
Wyandot,Ohio,US,24,2,0
Fairfield,Ohio,US,110,2,0
Marion,Ohio,US,2172,4,0
Hocking,Ohio,US,11,1,0
Stark,Ohio,US,303,34,0
Greene,Ohio,US,41,3,0
Mercer,Ohio,US,18,1,0
,,Antigua and Barbuda,24,3,11
,,Colombia,5142,233,1067
,,Ecuador,22719,576,1366
,,Western Sahara,6,0,5
,,Hungary,2443,262,458
,,South Sudan,5,0,0
,,Japan,13231,360,1656
,,Moldova,3304,94,825
,,Belarus,9590,67,1573
,,Mauritius,331,9,295
,,Albania,712,27,403
,,New Zealand,1470,18,1142
,,Eswatini,56,1,10
,,Senegal,614,7,276
,,Honduras,627,59,65
,,Italy,195351,26384,63120
,,Ethiopia,122,3,29
,,Haiti,72,6,6
,,Afghanistan,1463,47,188
,,Burundi,11,1,4
,,Singapore,12693,12,1002
,,Czechia,7352,218,2453
,,Egypt,4319,307,1114
,,American Samoa,0,0,0
,,Sierra Leone,82,2,10
,,Bolivia,866,46,54
,,Malta,448,4,249
,,Russia,74588,681,6250
,,Saudi Arabia,16299,136,2215
,,Netherlands,37384,4424,102
,Sint Eustatius and Saba,Netherlands,5,0,0
Bonaire,Sint Eustatius and Saba,Netherlands,5,0,0
,Aruba,Netherlands,100,2,69
,Sint Maarten,Netherlands,73,12,22
,Curacao,Netherlands,16,1,11
,,Pakistan,12723,269,2866
,,Kosovo,510,12,93
,,Gambia,10,1,8
,,China,83909,4636,78175
,Gansu,China,139,2,137
,Hong Kong,China,1037,4,753
,Anhui,China,991,6,985
,Jiangxi,China,937,1,936
,Macau,China,45,0,28
,Shaanxi,China,286,3,253
,Tibet,China,1,0,1
,Fujian,China,355,1,349
,Hainan,China,168,6,162
,Tianjin,China,190,3,182
,Xinjiang,China,76,3,73
,Sichuan,China,561,3,558
,Hubei,China,68128,4512,63604
,Jilin,China,109,1,99
,Zhejiang,China,1268,1,1257
,Chongqing,China,579,6,573
,Heilongjiang,China,935,13,511
,Shanxi,China,197,0,154
,Guangdong,China,1586,8,1542
,Liaoning,China,146,2,143
,Hunan,China,1019,4,1015
,Inner Mongolia,China,198,1,121
,Shanghai,China,642,7,558
,Shandong,China,787,7,767
,Yunnan,China,185,2,181
,Guizhou,China,147,2,145
,Ningxia,China,75,0,75
,Hebei,China,328,6,318
,Beijing,China,593,8,525
,Guangxi,China,254,2,252
,Henan,China,1276,22,1254
,Jiangsu,China,653,0,646
,Qinghai,China,18,0,18
,,Ireland,18561,1063,9233
,,Qatar,9358,10,929
,,Slovakia,1373,17,386
,,France,161644,22648,45372
,Reunion,France,417,0,300
,French Guiana,France,111,1,87
,Saint Barthelemy,France,6,0,6
,Guadeloupe,France,149,12,82
,Mayotte,France,380,4,144
,Martinique,France,175,14,77
,St Martin,France,38,3,24
,Saint Pierre and Miquelon,France,1,0,0
,New Caledonia,France,18,0,17
,French Polynesia,France,57,0,41
,,Lithuania,1426,41,460
,,Serbia,6630,125,870
,,Bosnia and Herzegovina,1486,57,592
,,Kyrgyzstan,665,8,345
,,Bhutan,7,0,3
,,Romania,10635,601,2890
,,Togo,96,6,62
,,Niger,684,27,325
,,Philippines,7294,494,792
,,Cote d'Ivoire,1077,14,419
,,Rwanda,183,0,88
,,Congo (Kinshasa),416,28,49
,,Uzbekistan,1862,8,707
,,Burma,146,5,10
,,Bangladesh,4998,140,113
,,Barbados,79,6,31
,,Nicaragua,12,3,7
,,Norway,7499,201,32
,,Saint Vincent and the Grenadines,14,0,5
,,Botswana,22,1,0
,,Denmark,8643,418,5858
,Faroe Islands,Denmark,187,0,178
,Greenland,Denmark,11,0,11
,,Dominican Republic,5926,273,822
,,Mexico,13842,1305,7149
,,Uganda,75,0,46
,,Zimbabwe,31,4,2
,,Suriname,10,1,7
,,Montenegro,320,6,153
,,Indonesia,8607,720,1042
,,Dominica,16,0,13
